
FOREST_NAME	WATERSHED_CODE	WATERSHED_NAME	WATERSHED_CONDITION_FS_AREA	TOTAL_WATERSHED_AREA_ACRES	FS_OWNERSHIP_PERCENT	NONFS_AREA_PERCENT	AQUATIC_BIOTA_CONDITION	RIPARIAN_WETLAND_VEG_CONDITION	WATER_QUALITY_CONDITION	WATER_QUANTITY_CONDITION	AQUATIC_HABITAT_CONDITION	ROADS_AND_TRAILS_CONDITION	SOIL_CONDITION	FIRE_EFFECTS_REGIME_CONDITION	FOREST_COVER_CONDITION	FOREST_HEALTH_CONDITION	INVASIVE_SPECIES_CONDITION	RANGELAND_VEGETATION_CONDITION	YEAR_PRIORITY_IDENTIFIED	PRINCIPAL_REASON	SELECTION_NARRATIVE	KNOWN_PARTNERS	APPROVAL_DATE	ESTIMATED_COMPLETION_DATE	ESSENTIAL_PROJECT_COUNT	ESSENTIAL_PROJECT_EST_COST	ACTUAL_COMPLETION_DATE	RESTORATION_ACTION_PLAN_IND
Midewin National Tallgrass Prairie	071200040904	Grant Creek	Functioning at Risk	10498.6	37	64	Fair	Fair	Poor	Fair	Poor	Fair	Fair	Poor	Good	Fair	Poor	Poor	2011	<Principal_Reason><Concerns><Concern><Value>Invasive Species</Value></Concern><Concern><Value>Species Habitat</Value></Concern><Concern><Value>Water Quality</Value></Concern></Concerns><Opportunities><Opportunity><Value>Socio-Economic Benefit</Value></Opportunity><Opportunity><Value>Maintain Condition</Value></Opportunity><Opportunity><Value>Potential Partnership</Value></Opportunity></Opportunities></Principal_Reason>	Grant Creek is 21% of existing National Forest System land on Midewin.  As a priority watershed, Midewin will be able to leverage funds with existing and future partners to accomplish needed watershed improvements. Vegetation improvement will also provide the opportunity to increase habitat for Threatened & Endangered species found in the area. This transitional watershed restoration action plan will be updated as more areas are ready for restoration activities.	<Known_Partners><Partner><Name>Openlands</Name><Type>Known</Type></Partner><Partner><Name>The Wetlands Initiative</Name><Type>Known</Type></Partner></Known_Partners>	11/1/2011	12/31/2021	15	5014940	 	Y
Klamath National Forest	180102080204	Sugar Creek-Scott River	Functioning Properly	24966.4	28	72	Fair	Good	Fair	Fair	Fair	Good	Good	Fair	Good	Good	Fair	----	2011	<Principal_Reason><Concerns><Concern><Value>Wildfire Risk</Value></Concern><Concern><Value>Species Habitat</Value></Concern><Concern><Value>Water Quality</Value></Concern></Concerns><Opportunities><Opportunity><Value>Improve Condition</Value></Opportunity><Opportunity><Value>Socio-Economic Benefit</Value></Opportunity><Opportunity><Value>Non-NFS Land Collaboration</Value></Opportunity></Opportunities></Principal_Reason>	This watershed was selected based on its resource value, overlap with planned WUI projects, and opportunities for collaboration with private land owners.  Resource values include 13 miles of habitat for coho salmon (a species listed as threatened under ESA).  The local Fire Safe Council has identified this watershed as a priority for fuels treatment to protect private residences.   Note: The cost of essential projects is only $2,203,683 if the tailings project and the fuels planning are not included.	<Known_Partners><Partner><Name>Bureau of Land Management</Name><Type>Known</Type></Partner><Partner><Name>California Department of Fish and Game</Name><Type>Known</Type></Partner><Partner><Name>National Marine Fisheries Service</Name><Type>Known</Type></Partner><Partner><Name>US Fish and Wildlife Service</Name><Type>Known</Type></Partner><Partner><Name>Timbervest LLC</Name><Type>Known</Type></Partner><Partner><Name>Scott River Watershed Council</Name><Type>Known</Type></Partner></Known_Partners>	 	12/30/2016	8	8409683	 	Y
Lolo National Forest	170102040503	Cache Creek	Functioning Properly	28097.9	100	0	Fair	Fair	Fair	Good	Good	Fair	Good	Fair	Good	Good	Good	----	2011	<Principal_Reason><Resources><Resource><Value>Species Protection Area</Value></Resource></Resources><Opportunities><Opportunity><Value>Larger-Scale Restoration</Value></Opportunity><Opportunity><Value>Maintain Condition</Value></Opportunity><Opportunity><Value>Improve Condition</Value></Opportunity></Opportunities></Principal_Reason>	This HUC covers a portion of the headwaters of the Fish Creek watershed, which is the most important bull trout tributary to the Middle Clark Fork River.  Watershed improvements targeting reductions in the Montana Creek road network will benefit fisheries and water quality. 	 	10/28/2011	10/1/2015	1	375000	 	Y
Ouachita National Forest	111401080305	Holly Creek Mountain Fork	Functioning at Risk	32212.8	52	48	Good	Fair	Poor	Poor	Fair	Poor	Fair	Poor	Good	Good	Fair	----	2011	<Principal_Reason><Resources><Resource><Value>Municipal Watershed</Value></Resource><Resource><Value>Outstanding Resource Water</Value></Resource></Resources><Concerns><Concern><Value>Riparian Structure and Function</Value></Concern><Concern><Value>Species Habitat</Value></Concern><Concern><Value>Water Quality</Value></Concern></Concerns></Principal_Reason>	The NFS lands within these watersheds were acquired in a land exchange with Weyerhaeuser in the 1990’s.  Road densities are high and road maintenance has been neglected.  In addition, recreation use in the form of OHVs has exploded.  Road condition surveys and aquatic resource modeling have identified these waters at a high risk to be able to maintain aquatic biota.	<Known_Partners><Partner><Name>McCurtain County Commissioners</Name><Type>Known</Type></Partner><Partner><Name>Ok Dept of Conservation</Name><Type>Known</Type></Partner></Known_Partners>	9/29/2011	10/1/2012	1	785000	 	Y
Ouachita National Forest	111401070207	Carter Creek	Functioning at Risk	18873.5	35	65	Good	Fair	Good	Good	Fair	Poor	Good	Fair	Good	Good	Fair	----	2011	<Principal_Reason><Resources><Resource><Value>Wild and Scenic River</Value></Resource><Resource><Value>Outstanding Resource Water</Value></Resource><Resource><Value>Species Protection Area</Value></Resource></Resources><Concerns><Concern><Value>Riparian Structure and Function</Value></Concern><Concern><Value>Species Habitat</Value></Concern><Concern><Value>Water Quality</Value></Concern></Concerns></Principal_Reason>	The NFS lands within these watersheds were acquired in a land exchange with Weyerhaeuser in the 1990’s.  Road densities are high and road maintenance has been neglected.  In addition, recreation use in the form of OHVs has exploded.  Road condition surveys and aquatic resource modeling have identified these waters at a high risk to be able to maintain aquatic biota.	<Known_Partners><Partner><Name>McCurtain County commissioners</Name><Type>Known</Type></Partner><Partner><Name>OK Dept Wildlife Conservation</Name><Type>Known</Type></Partner><Partner><Name>US Fish and Wildlife Service</Name><Type>Known</Type></Partner></Known_Partners>	9/29/2010	10/1/2012	1	785000	 	Y
Caribou-Targhee National Forest	170402070101	Upper Lanes Creek	Functioning Properly	18289.3	38	62	Good	Fair	Poor	Good	Good	Fair	Good	Good	Good	Good	Good	Good	2011	<Principal_Reason><Concerns><Concern><Value>Riparian Structure and Function</Value></Concern><Concern><Value>Species Habitat</Value></Concern><Concern><Value>Water Quality</Value></Concern></Concerns><Opportunities><Opportunity><Value>Larger-Scale Restoration</Value></Opportunity><Opportunity><Value>Potential Partnership</Value></Opportunity><Opportunity><Value>Improve Condition</Value></Opportunity></Opportunities></Principal_Reason>	This action plan is designed to build upon the 2009 Caribou-Targhee National Forest “Upper Blackfoot Watershed Analysis” which followed the 1995 Federal Guide for Watershed Analysis.  The Blackfoot River and tributaries were once known as a Blue Ribbon trout fishery, containing Yellowstone cutthroat trout.  This area is no longer the Blue Ribbon fishery it once was and the FS has indentified the Yellowstone cutthroat trout as a sensitive species.  This area falls within the heart of SE Idaho phosphate mining where selenium has become a critical water quality concern.  Downstream subwatersheds contain streams on the 303(d) list for selenium.  The Diamond Creek subwatersheds are relatively free of mining impacts.  A majority of the remaining streams within this watershed are 303 (d) listed for sediment, temperature, and/or bacteria (E. coli).  Therefore, improving and protecting these headwater conditions as a high quality refuge is extremely important.  Additional concerns affecting watershed conditions within the headwater are: grazing impacts both on non-FS and FS lands to stream and riparian areas; road/trail conditions and proximity to streams; channel and riparian conditions; health of the forested vegetation as indicated by a poor rating for insect and disease; and terrestrial invasive species also rated poor.   	 	9/26/2011	9/30/2017	 	 	 	Y
Caribou-Targhee National Forest	170402070102	Lower Lanes Creek	Functioning at Risk	26885.5	60	40	Fair	Fair	Poor	Fair	Good	Fair	Good	Fair	Fair	Good	Good	Good	2011	<Principal_Reason><Concerns><Concern><Value>Riparian Structure and Function</Value></Concern><Concern><Value>Species Habitat</Value></Concern><Concern><Value>Water Quality</Value></Concern></Concerns><Opportunities><Opportunity><Value>Larger-Scale Restoration</Value></Opportunity><Opportunity><Value>Improve Condition</Value></Opportunity><Opportunity><Value>Potential Partnership</Value></Opportunity></Opportunities></Principal_Reason>	This action plan is designed to build upon the 2009 Caribou-Targhee National Forest “Upper Blackfoot Watershed Analysis” which followed the 1995 Federal Guide for Watershed Analysis.  The Blackfoot River and tributaries were once known as a Blue Ribbon trout fishery, containing Yellowstone cutthroat trout.  This area is no longer the Blue Ribbon fishery it once was and the FS has indentified the Yellowstone cutthroat trout as a sensitive species.  This area falls within the heart of SE Idaho phosphate mining where selenium has become a critical water quality concern.  Downstream subwatersheds contain streams on the 303(d) list for selenium.  The Diamond Creek subwatersheds are relatively free of mining impacts.  A majority of the remaining streams within this watershed are 303 (d) listed for sediment, temperature, and/or bacteria (E. coli).  Therefore, improving and protecting these headwater conditions as a high quality refuge is extremely important.  Additional concerns affecting watershed conditions within the headwater are: grazing impacts both on non-FS and FS lands to stream and riparian areas; road/trail conditions and proximity to streams; channel and riparian conditions; health of the forested vegetation as indicated by a poor rating for insect and disease; and terrestrial invasive species also rated poor.   	 	9/26/2011	9/30/2017	 	 	 	Y
Caribou-Targhee National Forest	170402070103	Headwaters Diamond Creek	Functioning at Risk	13485.3	100	0	Poor	Fair	Poor	Good	Fair	Poor	Good	Fair	Good	Fair	Fair	Good	2011	<Principal_Reason><Concerns><Concern><Value>Riparian Structure and Function</Value></Concern><Concern><Value>Water Quality</Value></Concern></Concerns><Opportunities><Opportunity><Value>Improve Condition</Value></Opportunity><Opportunity><Value>Socio-Economic Benefit</Value></Opportunity><Opportunity><Value>Potential Partnership</Value></Opportunity></Opportunities></Principal_Reason>	This action plan is designed to build upon the 2009 Caribou-Targhee National Forest “Upper Blackfoot Watershed Analysis” which followed the 1995 Federal Guide for Watershed Analysis.  The Blackfoot River and tributaries were once known as a Blue Ribbon trout fishery, containing Yellowstone cutthroat trout.  This area is no longer the Blue Ribbon fishery it once was and the FS has indentified the Yellowstone cutthroat trout as a sensitive species.  This area falls within the heart of SE Idaho phosphate mining where selenium has become a critical water quality concern.  Downstream subwatersheds contain streams on the 303(d) list for selenium.  The Diamond Creek subwatersheds are relatively free of mining impacts.  A majority of the remaining streams within this watershed are 303 (d) listed for sediment, temperature, and/or bacteria (E. coli).  Therefore, improving and protecting these headwater conditions as a high quality refuge is extremely important.  Additional concerns affecting watershed conditions within the headwater are: grazing impacts both on non-FS and FS lands to stream and riparian areas; road/trail conditions and proximity to streams; channel and riparian conditions; health of the forested vegetation as indicated by a poor rating for insect and disease; and terrestrial invasive species also rated poor.   	 	9/26/2011	9/30/2017	6	1720000	 	Y
Caribou-Targhee National Forest	170402070104	Diamond Creek	Functioning at Risk	25233.4	84	16	Poor	Fair	Poor	Good	Poor	Fair	Fair	Fair	Good	Fair	Fair	Good	2011	<Principal_Reason><Concerns><Concern><Value>Riparian Structure and Function</Value></Concern><Concern><Value>Water Quality</Value></Concern><Concern><Value>Species Habitat</Value></Concern></Concerns><Opportunities><Opportunity><Value>Larger-Scale Restoration</Value></Opportunity><Opportunity><Value>Potential Partnership</Value></Opportunity><Opportunity><Value>Improve Condition</Value></Opportunity></Opportunities></Principal_Reason>	This action plan is designed to build upon the 2009 Caribou-Targhee National Forest “Upper Blackfoot Watershed Analysis” which followed the 1995 Federal Guide for Watershed Analysis.  The Blackfoot River and tributaries were once known as a Blue Ribbon trout fishery, containing Yellowstone cutthroat trout.  This area is no longer the Blue Ribbon fishery it once was and the FS has indentified the Yellowstone cutthroat trout as a sensitive species.  This area falls within the heart of SE Idaho phosphate mining where selenium has become a critical water quality concern.  Downstream subwatersheds contain streams on the 303(d) list for selenium.  The Diamond Creek subwatersheds are relatively free of mining impacts.  A majority of the remaining streams within this watershed are 303 (d) listed for sediment, temperature, and/or bacteria (E. coli).  Therefore, improving and protecting these headwater conditions as a high quality refuge is extremely important.  Additional concerns affecting watershed conditions within the headwater are: grazing impacts both on non-FS and FS lands to stream and riparian areas; road/trail conditions and proximity to streams; channel and riparian conditions; health of the forested vegetation as indicated by a poor rating for insect and disease; and terrestrial invasive species also rated poor.   	 	9/26/2011	9/30/2017	 	 	 	Y
Rogue River-Siskiyou National Forests	171003110203	Grayback Creek	Functioning Properly	15565.9	82	18	Good	Fair	Fair	Good	Fair	Fair	Good	Fair	Good	Good	Fair	Good	2011	<Principal_Reason><Concerns><Concern><Value>Riparian Structure and Function</Value></Concern><Concern><Value>Water Quality</Value></Concern><Concern><Value>Species Habitat</Value></Concern></Concerns><Opportunities><Opportunity><Value>Improve Condition</Value></Opportunity><Opportunity><Value>Leverage Forest Service Funds</Value></Opportunity><Opportunity><Value>Potential Partnership</Value></Opportunity></Opportunities></Principal_Reason>	Key issues within this subwatershed are fine sediment in stream channels, high surface water temperature, and salmon habitat simplification.  SONNC coho salmon are present within the subwatershed and are listed as threatened under the Endangered Species Act.  There is high restoration potential within the subwatershed, partially a response to the strong partnerships that currently exist.  	<Known_Partners><Partner><Name>Illinois Valley Watershed Council</Name><Type>Known</Type></Partner><Partner><Name>Oregon Department of Fish and Wildlife</Name><Type>Known</Type></Partner></Known_Partners>	9/17/2011	12/31/2016	3	3288000	 	Y
