FORESTNAME,HUC12_CODE,HUC12_NAME,USFS_COND,TOT_ACRES,USFS_PERC,NONFS_PERC,AQ_BIOTA,RIPARIAN,WATER_QUAL,WATER_QUAN,AQ_HABITAT,ROAD_TRAIL,SOIL_COND,FIRE_COND,FOREST_COV,FOR_HEALTH,TER_INV_SP,RANGE_VEG,PRIOR_YR,PRICPL_REA,SEL_NARAT,KNWN_PART,APRVL_DATE,EST_CMP_DA,ES_PRJ_CNT,ES_PRJ_CST,ACT_CMP_DA,RESTPLN_IN
Okanogan-Wenatchee National Forests,"170200090301",Twentyfivemile Creek,Functioning at Risk,26935.700,95.0,5.0,Poor,Poor,Good,Fair,Fair,Good,Fair,Poor,Poor,Good,Good,Fair,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100080107",Upper Deer Creek,Functioning at Risk,16550.100,88.0,12.0,Fair,Good,Good,Good,Fair,Poor,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Idaho Panhandle National Forest,"170102150601",Moores Creek,Functioning at Risk,12183.400,84.0,16.0,Poor,Poor,Good,Good,Fair,Poor,Good,Fair,Fair,Good,Fair,Fair,,,,,,,,,,
Colville National Forest,"170102160104",Skookum Creek,Functioning at Risk,31811.000,45.0,55.0,Poor,Fair,Good,Good,Poor,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080509",Lower Twisp River,Functioning at Risk,28601.500,62.0,38.0,Good,Fair,Good,Good,Poor,Fair,Fair,Poor,Good,Good,Good,Fair,,,,,,,,,,
Idaho Panhandle National Forest,"170102150502",Middle Fork East River-East River,Functioning Properly,24770.300,14.0,86.0,Fair,Good,Good,Good,Fair,Fair,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200090105",Flat Creek,Functioning Properly,16497.700,82.0,18.0,Poor,Good,Good,Good,Good,Fair,Fair,Fair,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200060502",Summit Creek,Functioning at Risk,11239.200,6.0,94.0,Poor,Fair,Good,Good,Poor,Poor,Good,Poor,Good,Fair,Good,Fair,,,,,,,,,,
Kootenai National Forest,"170101011202",South Callahan Creek,Functioning Properly,13849.900,100.0,0.0,Good,Good,Good,Good,Good,Fair,Good,Good,Fair,Good,Fair,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170102150702",Murray Creek-Priest River,Functioning at Risk,18462.500,46.0,54.0,Poor,Poor,Good,Good,Fair,Poor,Good,Fair,Good,Fair,Fair,Fair,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080403",Doe Creek-Chewuch River,Functioning at Risk,25078.400,99.0,1.0,Good,Fair,Good,Good,Poor,Fair,Fair,Poor,Fair,Good,Good,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170102150203",Blacktail Creek-Granite Creek,Functioning at Risk,22538.400,91.0,9.0,Fair,Fair,Good,Good,Poor,Fair,Good,Fair,Fair,Good,Fair,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170101040701",Myrtle Creek,Functioning at Risk,27594.600,79.0,21.0,Fair,Good,Good,Fair,Fair,Good,Fair,Fair,Poor,Good,Fair,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170101040302",Dobson Creek-Kootenai River,Functioning at Risk,16420.800,27.0,73.0,Fair,Fair,Fair,Fair,Fair,Fair,Good,Good,Good,Good,Fair,Good,,,,,,,,,,
Ouachita National Forest,"111401080306",Broken Bow Lake Dam,Functioning Properly,30622.900,47.0,53.0,Good,Good,Fair,Poor,Good,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Ouachita National Forest,"111401070210",Colbert Creek-Glover River,Functioning at Risk,32380.400,11.0,89.0,Good,Poor,Fair,Good,Good,Poor,Good,Poor,Good,Good,Fair,----,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200110101",Indian Creek,Functioning Properly,13091.000,100.0,0.0,Fair,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Kootenai National Forest,"170102131304",East Fork Elk Creek,Functioning Properly,16106.800,97.0,3.0,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170103010104",Lower North Fork Coeur d'Alene River,Functioning Properly,14278.300,99.0,1.0,Good,Fair,Good,Good,Good,Good,Good,Fair,Fair,Fair,Fair,Good,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100090501",Upper Sultan River,Functioning Properly,17766.300,22.0,78.0,Good,Fair,Good,Good,Poor,Good,Good,Good,Good,Good,Good,----,,,,,,,,,,
Olympic National Forest,"171100200101",Salmon Creek-Frontal Discovery Bay,Functioning Properly,24746.800,31.0,69.0,Good,Fair,Good,Good,Fair,Poor,Good,Fair,Good,Good,Good,----,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200100204",Lake Creek-Entiat River,Functioning at Risk,37648.000,100.0,0.0,Fair,Good,Good,Good,Poor,Poor,Fair,Fair,Fair,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200110306",Chikamin Creek,Functioning Properly,14014.800,99.0,1.0,Poor,Good,Good,Good,Good,Fair,Fair,Fair,Good,Fair,Good,Fair,,,,,,,,,,
Olympic National Forest,"171100200201",Jimmycomelately Creek,Functioning at Risk,12260.800,74.0,26.0,Good,Fair,Good,Good,Poor,Poor,Good,Fair,Good,Good,Good,----,,,,,,,,,,
Idaho Panhandle National Forest,"170102140202",North Gold Creek,Functioning Properly,10435.500,100.0,0.0,Fair,Fair,Fair,Good,Fair,Good,Good,Fair,Fair,Fair,Fair,Good,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100080101",Headwaters North Fork Stillaguamish River,Functioning at Risk,25794.100,92.0,8.0,Fair,Good,Good,Good,Poor,Poor,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080502",South Creek,Functioning Properly,10050.600,99.0,1.0,Fair,Good,Good,Good,Good,Fair,Good,Poor,Fair,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200090110",Junction Creek-Stehekin River,Functioning Properly,8540.000,25.0,75.0,Poor,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170102140105",Rapid Lightning Creek,Functioning Properly,31175.700,34.0,67.0,Fair,Fair,Good,Good,Fair,Fair,Good,Fair,Fair,Good,Fair,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080507",Middle Twisp River,Functioning Properly,21864.800,98.0,2.0,Fair,Fair,Good,Good,Fair,Fair,Good,Poor,Good,Good,Good,Fair,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100080108",Lower Deer Creek,Functioning at Risk,26181.100,28.0,72.0,Fair,Fair,Good,Good,Poor,Poor,Good,Good,Good,Good,Good,----,,,,,,,,,,
Idaho Panhandle National Forest,"170102150201",South Fork Granite Creek,Functioning Properly,22164.700,84.0,16.0,Fair,Fair,Good,Good,Fair,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"171100050202",Lower Canyon Creek,Functioning Properly,20019.900,100.0,0.0,Fair,Fair,Good,Good,Good,Fair,Good,Poor,Good,Good,Good,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170101040301",Sand Creek-Kootenai River,Functioning at Risk,15943.300,45.0,55.0,Fair,Poor,Good,Fair,Fair,Good,Good,Good,Fair,Good,Fair,Good,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100050707",Lake Shannon-Baker River,Functioning at Risk,37908.000,42.0,58.0,Good,Good,Good,Poor,Poor,Poor,Good,Good,Good,Good,Good,----,,,,,,,,,,
Idaho Panhandle National Forest,"170102150309",Priest Lake,Functioning at Risk,71902.100,29.0,71.0,Poor,Fair,Good,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Colville National Forest,"170200020402",Lambert Creek,Functioning at Risk,12254.400,55.0,45.0,Poor,Good,Poor,Good,Fair,Poor,Good,Fair,Good,Good,Good,Fair,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200060201",Upper Siwash Creek,Functioning at Risk,9481.400,85.0,15.0,Poor,Fair,Good,Good,Poor,Fair,Fair,Poor,Poor,Good,Good,Good,,,,,,,,,,
Colville National Forest,"170102160207",Maitlen Creek-Pend Oreille River,Functioning at Risk,33608.000,54.0,46.0,Fair,Fair,Good,Good,Fair,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200020301",Cougar Creek,Functioning Properly,13782.000,49.0,51.0,Poor,Good,Good,Good,Good,Fair,Good,Poor,Good,Good,Good,Good,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100040302",Middle Middle Fork Nooksack River,Functioning Properly,10474.800,36.0,64.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,----,,,,,,,,,,
Colville National Forest,"170200010102",Meadow Creek,Impaired Function,9274.500,82.0,18.0,Poor,Poor,Poor,Good,Poor,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080401",Twenty Mile Creek,Functioning at Risk,26382.500,99.0,1.0,Poor,Poor,Good,Good,Good,Good,Fair,Poor,Fair,Good,Good,Fair,,,,,,,,,,
Idaho Panhandle National Forest,"170102150301",Lion Creek,Functioning Properly,18330.600,7.0,93.0,Fair,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200060202",Lower Siwash Creek,Functioning at Risk,21189.600,11.0,89.0,Poor,Good,Good,Good,Poor,Poor,Fair,Fair,Good,Good,Good,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170101040304",Dawson Lake-Kootenai River,Functioning Properly,20174.000,10.0,90.0,Fair,Fair,Good,Good,Fair,Fair,Good,Fair,Fair,Good,Fair,Good,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100050703",Upper Baker Lake,Functioning Properly,21868.000,83.0,17.0,Good,Good,Good,Good,Poor,Poor,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Idaho Panhandle National Forest,"170101040703",Burton Creek-Kootenai River,Functioning Properly,16090.800,31.0,69.0,Poor,Fair,Good,Good,Fair,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100050705",Lower Baker Lake,Functioning at Risk,36973.600,98.0,2.0,Good,Good,Good,Poor,Poor,Fair,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Colville National Forest,"170102160301",Big Muddy Creek,Functioning at Risk,17660.800,66.0,34.0,Poor,Poor,Good,Good,Poor,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080402",Falls Creek,Functioning at Risk,17192.700,100.0,0.0,Good,Poor,Good,Good,Fair,Good,Fair,Poor,Fair,Good,Good,Fair,,,,,,,,,,
Colville National Forest,"170200020403",Upper Curlew Creek,Functioning at Risk,22789.900,10.0,90.0,Poor,Fair,Good,Good,Fair,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080404",Eight Mile Creek,Functioning at Risk,29642.400,100.0,0.0,Poor,Poor,Good,Good,Fair,Fair,Fair,Poor,Good,Good,Good,Fair,"2011",<Principal_Reason><Concerns><Concern><Value>Species Habitat</Value></Concern></Concerns><Opportunities><Opportunity><Value>Larger-Scale Restoration</Value></Opportunity><Opportunity><Value>Potential Partnership</Value></Opportunity><Opportunity><Value>Im,"This subwatershed was selected because it conatins federally endangered spring Chinook, threatened summer steelhead and bull trout, as well as Region 6 sensitive westslope cutthroat and interior redband rainbow trout.",,,,,,,
Idaho Panhandle National Forest,"170102150202",North Fork Granite Creek,Functioning Properly,18934.400,100.0,0.0,Fair,Good,Good,Good,Fair,Fair,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170102150108",Upper Priest Lake-Upper Priest River,Functioning Properly,9202.600,58.0,42.0,Fair,Fair,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170101040704",Ball Creek,Functioning Properly,17184.300,99.0,1.0,Fair,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080306",Thirtymile Creek-Chewuch River,Functioning at Risk,18072.000,100.0,0.0,Good,Poor,Good,Good,Good,Good,Poor,Poor,Fair,Good,Good,Fair,,,,,,,,,,
Colville National Forest,"170200020401",Trout Creek,Functioning at Risk,23434.600,60.0,40.0,Good,Poor,Good,Good,Poor,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Colville National Forest,"170200020604",South Fork Boulder Creek,Functioning at Risk,44071.300,100.0,0.0,Poor,Fair,Good,Good,Poor,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Colville National Forest,"170200020404",Saint Peter Creek,Functioning at Risk,17634.200,66.0,34.0,Fair,Poor,Poor,Good,Poor,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Colville National Forest,"170200010103",South Fork Deep Creek,Functioning at Risk,26702.400,38.0,62.0,Fair,Poor,Good,Good,Fair,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"171100050307",Skagit River-Ross Lake,Functioning Properly,15319.200,21.0,79.0,Fair,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080103",Eureka Creek,Functioning Properly,23133.700,100.0,0.0,Good,Good,Good,Good,Good,Fair,Good,Poor,Fair,Good,Good,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170102150104",Boulder Creek-Hughes Fork,Functioning Properly,7456.700,100.0,0.0,Fair,Fair,Good,Good,Good,Fair,Good,Fair,Fair,Good,Fair,Good,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100050702",Sulphide Creek-Baker River,Functioning Properly,25418.800,14.0,86.0,Good,Good,Good,Good,Poor,Good,Good,Good,Good,Good,Good,----,,,,,,,,,,
Okanogan-Wenatchee National Forests,"171100050304",Devils Creek,Functioning Properly,20150.200,96.0,4.0,Fair,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170103010102",Middle North Fork Coeur d'Alene River,Functioning Properly,16623.800,100.0,0.0,Good,Fair,Good,Good,Good,Good,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,
Olympic National Forest,"171001010602",Headwaters Sol Duc River,Functioning at Risk,33966.800,28.0,72.0,Good,Fair,Good,Good,Fair,Poor,Fair,Poor,Good,Good,Good,----,,,,,,,,,,
Olympic National Forest,"171001010607",Gunderson Creek-Sol Duc River,Functioning Properly,22800.800,13.0,87.0,Good,Poor,Good,Good,Fair,Good,Good,Fair,Good,Good,Good,----,,,,,,,,,,
Olympic National Forest,"171001010403",North Fork Calawah River,Functioning at Risk,30712.300,63.0,37.0,Good,Poor,Good,Good,Poor,Poor,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100060101",Sloan Creek,Functioning Properly,18732.300,100.0,0.0,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100090502",Middle Sultan River,Functioning at Risk,25926.200,27.0,73.0,Good,Fair,Fair,Poor,Poor,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Kootenai National Forest,"170102131305",Elk Creek,Functioning Properly,20875.000,67.0,34.0,Good,Poor,Good,Good,Good,Good,Good,Fair,Fair,Good,Fair,Good,,,,,,,,,,
Olympic National Forest,"171100200306",Middle Dungeness River,Functioning at Risk,18663.700,45.0,55.0,Good,Fair,Good,Fair,Fair,Poor,Good,Fair,Good,Good,Good,----,,,,,,,,,,
Idaho Panhandle National Forest,"170103010101",Upper North Fork Coeur d'Alene River,Functioning Properly,23518.900,100.0,0.0,Good,Fair,Good,Good,Fair,Fair,Good,Fair,Fair,Good,Fair,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200110102",Upper White River,Functioning Properly,31952.900,100.0,0.0,Fair,Good,Good,Good,Good,Fair,Fair,Fair,Good,Good,Good,Good,,,,,,,,,,
Olympic National Forest,"171100200511",Little River,Functioning at Risk,14627.100,11.0,89.0,Poor,Fair,Good,Fair,Poor,Fair,Good,Poor,Good,Good,Good,----,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200090209",Big Creek-Lake Chelan,Functioning at Risk,13120.700,100.0,0.0,Poor,Poor,Good,Good,Good,Good,Fair,Poor,Poor,Fair,Good,Fair,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200110303",Upper Chiwawa River,Functioning Properly,20109.100,100.0,0.0,Poor,Good,Good,Good,Good,Fair,Fair,Fair,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200100202",Three Creek-Entiat River,Functioning Properly,22153.900,100.0,0.0,Fair,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170102131308",Twin Creek,Functioning at Risk,15570.200,84.0,16.0,Fair,Fair,Poor,Good,Fair,Fair,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,
Colville National Forest,"170200030108",North Fork Chewelah Creek,Functioning at Risk,38265.900,68.0,32.0,Poor,Poor,Good,Good,Poor,Poor,Good,Good,Good,Good,Fair,Good,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100050603",Kindy Creek,Functioning Properly,15090.500,100.0,0.0,Good,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,----,,,,,,,,,,
Colville National Forest,"170200030403",Moran Creek-Colville River,Functioning at Risk,24734.800,30.0,70.0,Poor,Good,Good,Good,Fair,Poor,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080508",Little Bridge Creek,Functioning at Risk,15599.200,100.0,0.0,Fair,Poor,Good,Good,Poor,Fair,Fair,Poor,Good,Good,Good,Fair,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200060203",Upper Bonaparte Creek,Functioning at Risk,38455.000,45.0,55.0,Poor,Fair,Good,Fair,Poor,Fair,Fair,Poor,Good,Good,Good,Good,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100040303",Clearwater Creek,Functioning Properly,13667.400,46.0,54.0,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Colville National Forest,"170200020610",Hodgson Creek-Kettle River,Functioning at Risk,33032.700,25.0,75.0,Poor,Good,Good,Good,Fair,Poor,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Kootenai National Forest,"170101030205",Meadow Creek,Functioning Properly,12989.500,100.0,0.0,Good,Good,Good,Good,Good,Fair,Good,Good,Fair,Good,Fair,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080104",Lower Lost River,Functioning Properly,42290.400,100.0,0.0,Good,Poor,Good,Good,Good,Fair,Good,Poor,Fair,Good,Good,Fair,,,,,,,,,,
Colville National Forest,"170102160303",Harvey Creek,Functioning Properly,32998.900,84.0,17.0,Good,Good,Good,Fair,Fair,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170102150102",Gold Creek,Functioning Properly,13634.900,100.0,0.0,Fair,Good,Good,Good,Good,Fair,Good,Fair,Fair,Good,Fair,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200070306",South Fork Toats Coulee Creek,Functioning Properly,24253.900,10.0,90.0,Poor,Good,Good,Good,Good,Good,Poor,Poor,Good,Good,Good,Good,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100050704",Swift Creek,Functioning Properly,23357.400,89.0,11.0,Good,Fair,Good,Good,Poor,Good,Good,Good,Good,Good,Good,----,,,,,,,,,,
Idaho Panhandle National Forest,"170101040705",Trout Creek,Functioning Properly,12453.500,100.0,0.0,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200020303",Upper Toroda Creek,Functioning at Risk,32167.900,28.0,72.0,Poor,Fair,Good,Good,Poor,Poor,Fair,Poor,Good,Good,Good,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170101050305",Skin Creek-Moyie River,Functioning at Risk,19548.500,67.0,33.0,Fair,Fair,Good,Good,Fair,Poor,Fair,Good,Fair,Good,Fair,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200060107",Lower Antoine Creek,Functioning at Risk,14953.100,10.0,90.0,Poor,Good,Good,Good,Poor,Poor,Fair,Poor,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"171100050201",Upper Canyon Creek,Functioning Properly,34443.000,98.0,2.0,Fair,Good,Good,Good,Good,Fair,Good,Poor,Good,Good,Good,Good,,,,,,,,,,
Colville National Forest,"170200020605",North Fork Boulder Creek-Boulder Creek,Functioning at Risk,21081.900,97.0,3.0,Poor,Good,Good,Good,Poor,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Colville National Forest,"170102160302",Sweet Creek-Pend Oreille River,Functioning Properly,41831.700,69.0,31.0,Good,Fair,Fair,Good,Good,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200060106",Whisky Cache Creek,Functioning at Risk,9653.500,8.0,92.0,Poor,Fair,Good,Good,Poor,Fair,Fair,Poor,Good,Fair,Good,Good,,,,,,,,,,
Colville National Forest,"170200020405",Lower Curlew Creek,Functioning at Risk,22863.000,16.0,84.0,Poor,Fair,Good,Good,Fair,Fair,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Colville National Forest,"170200020504",Long Alec Creek,Functioning at Risk,11669.400,28.0,73.0,Poor,Poor,Good,Good,Fair,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200060105",Upper Antoine Creek,Functioning at Risk,22418.600,36.0,64.0,Poor,Good,Good,Good,Poor,Fair,Fair,Poor,Good,Good,Good,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200080305",Lake Creek,Functioning at Risk,34231.500,100.0,0.0,Fair,Poor,Good,Good,Good,Fair,Fair,Poor,Poor,Good,Good,Fair,,,,,,,,,,
Idaho Panhandle National Forest,"170101050303",Meadow Creek,Functioning at Risk,15608.700,87.0,13.0,Fair,Fair,Fair,Fair,Fair,Poor,Fair,Fair,Fair,Good,Fair,Good,,,,,,,,,,
Okanogan-Wenatchee National Forests,"170200070102",Middle Fork Pasayten River,Functioning Properly,17012.300,100.0,0.0,Fair,Good,Good,Good,Good,Fair,Good,Poor,Fair,Good,Good,Good,,,,,,,,,,
Kootenai National Forest,"170101030204",Hellroaring Creek,Functioning Properly,10750.900,100.0,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Fair,Good,,,,,,,,,,
Idaho Panhandle National Forest,"170101040706",Rock Creek-Kootenai River,Functioning at Risk,18889.900,36.0,65.0,Poor,Fair,Good,Fair,Fair,Fair,Good,Good,Fair,Good,Fair,Fair,,,,,,,,,,
Mt Baker-Snoqualmie National Forest,"171100040103",Wells Creek,Functioning Properly,15781.600,100.0,0.0,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Colville National Forest,"170200020501",Tonata Creek,Functioning at Risk,14453.000,96.0,5.0,Good,Poor,Good,Good,Poor,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
